Game Length,Player Movement,Die Rolls,Snakes and Ladders
49,"[0, 38, 39, 45, 50, 34, 39, 41, 43, 49, 52, 55, 59, 65, 67, 69, 70, 76, 82, 84, 85, 24, 30, 33, 38, 42, 44, 46, 49, 55, 58, 59, 60, 61, 63, 60, 65, 91, 96, 79, 84, 89, 75, 76, 79, 85, 90, 92, 97, 100]","[1, 1, 6, 5, 4, 5, 2, 2, 6, 3, 3, 4, 6, 2, 2, 1, 6, 6, 2, 1, 2, 6, 3, 5, 4, 2, 2, 3, 6, 3, 1, 5, 1, 2, 1, 5, 6, 5, 2, 5, 5, 6, 1, 3, 6, 5, 2, 5, 3]",L-1 S-54 S-87 S-64 S-64 L-71 S-98 S-95 
44,"[0, 2, 7, 10, 13, 14, 19, 42, 44, 50, 52, 53, 59, 61, 19, 20, 42, 43, 44, 46, 49, 52, 56, 57, 61, 19, 22, 27, 30, 31, 37, 38, 42, 44, 49, 53, 57, 59, 60, 63, 67, 69, 73, 74, 100]","[2, 5, 3, 3, 1, 5, 2, 2, 6, 2, 1, 6, 2, 1, 1, 1, 1, 1, 2, 3, 3, 4, 1, 4, 1, 3, 5, 3, 1, 6, 1, 4, 2, 5, 4, 4, 2, 1, 3, 4, 2, 4, 1, 6]",L-21 S-62 L-21 S-62 L-80 
72,"[0, 3, 14, 7, 8, 14, 16, 19, 22, 26, 29, 35, 38, 42, 46, 47, 48, 34, 36, 37, 43, 48, 34, 40, 45, 49, 50, 55, 61, 19, 42, 43, 45, 48, 49, 67, 73, 74, 79, 84, 85, 88, 90, 96, 38, 41, 42, 44, 50, 56, 58, 59, 60, 66, 68, 69, 74, 75, 79, 84, 89, 94, 75, 78, 79, 84, 85, 86, 89, 90, 73, 75, 100]","[3, 1, 3, 1, 6, 2, 3, 3, 4, 3, 6, 3, 4, 4, 1, 1, 6, 2, 1, 6, 5, 6, 6, 5, 4, 1, 5, 6, 1, 2, 1, 2, 3, 1, 2, 6, 1, 5, 5, 1, 3, 2, 6, 5, 3, 1, 2, 6, 6, 2, 1, 1, 6, 2, 1, 5, 1, 4, 5, 5, 5, 1, 3, 1, 5, 1, 1, 3, 1, 3, 2, 5]",L-4 S-17 S-54 S-54 S-62 L-21 L-51 L-1 S-95 S-93 L-80 
23,"[0, 38, 41, 42, 47, 50, 55, 58, 19, 22, 84, 24, 84, 89, 91, 96, 79, 85, 24, 26, 84, 88, 94, 100]","[1, 3, 1, 5, 3, 5, 3, 4, 3, 6, 3, 4, 5, 2, 5, 2, 6, 2, 2, 2, 4, 6, 6]",L-1 S-62 L-28 S-87 L-28 S-98 S-87 L-28 
16,"[0, 6, 7, 12, 15, 18, 22, 27, 31, 35, 40, 43, 46, 67, 72, 78, 100]","[6, 1, 5, 3, 3, 4, 5, 4, 4, 5, 3, 3, 5, 5, 6, 2]",L-51 L-80 
48,"[0, 5, 8, 12, 16, 20, 42, 44, 49, 53, 34, 38, 39, 44, 47, 53, 57, 58, 19, 20, 24, 30, 35, 37, 43, 47, 50, 55, 57, 59, 60, 19, 22, 27, 31, 32, 33, 34, 40, 46, 52, 55, 58, 19, 25, 84, 88, 94, 100]","[5, 3, 4, 4, 4, 1, 2, 5, 4, 1, 4, 1, 5, 3, 6, 4, 1, 4, 1, 4, 6, 5, 2, 6, 4, 3, 5, 2, 2, 1, 2, 3, 5, 4, 1, 1, 1, 6, 6, 6, 3, 3, 4, 6, 3, 4, 6, 6]",L-21 S-54 S-62 S-62 S-62 L-28 
40,"[0, 6, 11, 16, 22, 25, 26, 27, 30, 36, 38, 40, 43, 47, 52, 34, 36, 40, 44, 49, 53, 58, 60, 60, 63, 65, 69, 75, 81, 82, 84, 86, 92, 75, 78, 83, 88, 89, 90, 94, 100]","[6, 5, 5, 6, 3, 1, 1, 3, 6, 2, 2, 3, 4, 5, 2, 2, 4, 4, 5, 4, 5, 2, 4, 3, 2, 4, 6, 6, 1, 2, 2, 6, 3, 3, 5, 5, 1, 1, 4, 6]",S-54 S-64 S-95 
18,"[0, 38, 41, 47, 48, 67, 70, 75, 77, 82, 24, 26, 27, 84, 90, 73, 75, 79, 100]","[1, 3, 6, 1, 3, 3, 5, 2, 5, 5, 2, 1, 1, 6, 3, 2, 4, 1]",L-1 L-51 S-87 L-28 S-93 L-80 
85,"[0, 38, 41, 46, 67, 68, 73, 76, 81, 82, 84, 85, 91, 73, 75, 79, 82, 85, 86, 89, 92, 94, 97, 38, 44, 46, 52, 56, 57, 60, 19, 42, 47, 48, 52, 57, 60, 63, 68, 73, 78, 81, 86, 90, 91, 75, 78, 79, 85, 88, 92, 96, 97, 38, 43, 47, 52, 55, 61, 67, 68, 74, 79, 83, 86, 88, 90, 73, 75, 79, 85, 89, 73, 78, 81, 82, 86, 89, 91, 73, 77, 82, 88, 92, 97, 100]","[1, 3, 5, 5, 1, 5, 3, 5, 1, 2, 1, 6, 2, 2, 4, 3, 3, 1, 3, 3, 2, 3, 4, 6, 2, 6, 4, 1, 3, 2, 2, 5, 1, 4, 5, 3, 3, 5, 5, 5, 3, 5, 4, 1, 4, 3, 1, 6, 3, 4, 4, 1, 4, 5, 4, 5, 3, 6, 6, 1, 6, 5, 4, 3, 2, 2, 3, 2, 4, 6, 4, 4, 5, 3, 1, 4, 3, 2, 2, 4, 5, 6, 4, 5, 3]",L-1 L-51 S-93 L-1 S-62 L-21 S-95 L-1 S-93 S-93 S-93 
14,"[0, 2, 6, 11, 7, 10, 16, 19, 20, 24, 84, 90, 94, 99, 100]","[2, 4, 5, 6, 3, 6, 3, 1, 4, 4, 6, 4, 5, 1]",S-17 L-28 
24,"[0, 5, 8, 10, 14, 15, 18, 24, 29, 34, 37, 40, 46, 50, 67, 68, 70, 72, 76, 78, 81, 85, 89, 75, 100]","[5, 3, 2, 4, 1, 3, 6, 5, 5, 3, 3, 6, 4, 1, 1, 2, 2, 4, 2, 3, 4, 4, 6, 5]",L-51 S-95 L-80 
23,"[0, 5, 8, 13, 7, 8, 11, 14, 18, 24, 30, 36, 42, 47, 49, 52, 58, 60, 61, 66, 69, 73, 77, 100]","[5, 3, 5, 4, 1, 3, 3, 4, 6, 6, 6, 6, 5, 2, 3, 6, 6, 1, 5, 3, 4, 4, 3]",S-17 S-64 L-80 
88,"[0, 6, 10, 16, 20, 22, 25, 29, 35, 38, 39, 40, 45, 49, 50, 52, 56, 57, 58, 19, 24, 29, 34, 35, 40, 42, 44, 50, 53, 55, 57, 61, 66, 72, 73, 78, 84, 90, 75, 78, 83, 84, 86, 90, 91, 73, 75, 79, 85, 86, 90, 91, 75, 79, 84, 24, 30, 36, 38, 39, 45, 48, 49, 50, 53, 56, 58, 60, 19, 42, 43, 47, 67, 68, 73, 78, 81, 85, 89, 73, 77, 81, 83, 85, 88, 90, 92, 79, 100]","[6, 4, 6, 4, 2, 3, 4, 6, 3, 1, 1, 5, 4, 1, 2, 4, 1, 1, 4, 5, 5, 5, 1, 5, 2, 2, 6, 3, 2, 2, 4, 5, 6, 1, 5, 6, 6, 5, 3, 5, 1, 2, 4, 1, 2, 2, 4, 6, 1, 4, 1, 4, 4, 5, 3, 6, 6, 2, 1, 6, 3, 1, 1, 3, 3, 2, 6, 2, 2, 1, 4, 4, 1, 5, 5, 3, 4, 4, 4, 4, 4, 2, 2, 3, 2, 2, 6, 1]",S-62 S-95 S-93 S-95 S-87 S-64 S-62 L-21 L-51 S-93 S-98 L-80 
114,"[0, 2, 5, 10, 12, 13, 16, 20, 24, 26, 31, 36, 37, 40, 46, 47, 53, 57, 59, 19, 25, 84, 86, 92, 96, 99, 38, 39, 44, 46, 48, 53, 34, 40, 43, 44, 47, 67, 73, 74, 78, 79, 81, 84, 88, 90, 91, 97, 2, 3, 8, 11, 14, 20, 25, 27, 32, 38, 42, 47, 49, 34, 37, 40, 46, 50, 55, 58, 63, 65, 69, 73, 76, 82, 86, 91, 96, 99, 5, 31, 34, 35, 39, 45, 67, 68, 73, 75, 81, 24, 29, 32, 35, 41, 43, 48, 49, 50, 52, 34, 37, 43, 45, 50, 67, 91, 73, 77, 79, 83, 86, 91, 96, 99, 100]","[2, 3, 5, 2, 1, 3, 4, 4, 2, 5, 5, 1, 3, 6, 1, 6, 4, 2, 3, 6, 3, 2, 6, 4, 3, 2, 1, 5, 2, 2, 5, 1, 6, 3, 1, 3, 4, 6, 1, 4, 1, 2, 3, 4, 2, 1, 6, 5, 1, 5, 3, 3, 6, 5, 2, 5, 6, 4, 5, 2, 5, 3, 3, 6, 4, 5, 3, 5, 2, 4, 4, 3, 6, 4, 5, 5, 3, 6, 4, 3, 1, 4, 6, 6, 1, 5, 2, 6, 6, 5, 3, 3, 6, 2, 5, 1, 1, 2, 2, 3, 6, 2, 5, 1, 4, 2, 4, 2, 4, 3, 5, 5, 3, 1]",S-62 L-28 L-1 S-54 L-51 S-54 L-9 L-51 S-87 S-54 L-51 L-71 S-93 
25,"[0, 6, 10, 15, 18, 19, 25, 29, 35, 37, 40, 42, 47, 53, 58, 60, 60, 60, 19, 20, 42, 45, 67, 73, 75, 100]","[6, 4, 5, 3, 1, 6, 4, 6, 2, 3, 2, 5, 6, 5, 6, 4, 4, 2, 1, 1, 3, 6, 6, 2, 5]",S-64 S-64 S-64 S-62 L-21 L-51 L-80 
75,"[0, 5, 11, 12, 16, 22, 26, 84, 85, 86, 24, 26, 27, 84, 89, 90, 73, 79, 84, 24, 27, 32, 34, 38, 41, 42, 46, 47, 48, 52, 58, 59, 19, 22, 25, 84, 86, 89, 90, 75, 81, 83, 85, 88, 92, 79, 82, 24, 26, 32, 34, 39, 40, 45, 47, 67, 68, 74, 75, 81, 83, 89, 94, 75, 81, 83, 84, 88, 90, 91, 73, 78, 84, 90, 94, 100]","[5, 6, 1, 4, 6, 4, 2, 1, 1, 1, 2, 1, 1, 5, 1, 3, 6, 5, 3, 3, 5, 2, 4, 3, 1, 4, 1, 1, 4, 6, 1, 3, 3, 3, 3, 2, 3, 1, 5, 6, 2, 2, 3, 4, 6, 3, 5, 2, 6, 2, 5, 1, 5, 2, 4, 1, 6, 1, 6, 2, 6, 5, 1, 6, 2, 1, 4, 2, 1, 2, 5, 6, 6, 4, 6]",L-28 S-87 L-28 S-93 S-87 S-62 L-28 S-95 S-98 S-87 L-51 S-95 S-93 
65,"[0, 5, 10, 15, 16, 18, 20, 23, 29, 32, 35, 38, 41, 47, 53, 34, 40, 44, 46, 50, 34, 40, 45, 46, 52, 55, 57, 60, 19, 22, 24, 30, 31, 33, 34, 39, 40, 43, 44, 47, 67, 70, 76, 78, 82, 85, 91, 97, 38, 39, 43, 45, 50, 56, 60, 61, 67, 69, 74, 77, 78, 83, 84, 90, 94, 100]","[5, 5, 5, 1, 2, 2, 3, 6, 3, 3, 3, 3, 6, 6, 1, 6, 4, 2, 4, 4, 6, 5, 1, 6, 3, 2, 3, 2, 3, 2, 6, 1, 2, 1, 5, 1, 3, 1, 3, 4, 3, 6, 2, 4, 3, 6, 6, 4, 1, 4, 2, 5, 6, 4, 1, 6, 2, 5, 3, 1, 5, 1, 6, 4, 6]",S-54 S-54 S-62 L-51 L-1 
65,"[0, 2, 14, 15, 19, 42, 46, 50, 34, 39, 45, 50, 56, 57, 58, 59, 65, 66, 69, 75, 79, 83, 84, 86, 88, 89, 91, 97, 38, 42, 45, 50, 53, 58, 19, 22, 27, 32, 38, 44, 45, 50, 34, 40, 41, 45, 46, 47, 52, 57, 59, 60, 65, 91, 96, 38, 42, 45, 50, 55, 60, 65, 91, 75, 77, 100]","[2, 2, 1, 4, 2, 4, 4, 4, 5, 6, 5, 6, 1, 1, 1, 6, 1, 3, 6, 4, 4, 1, 2, 2, 1, 2, 6, 4, 4, 3, 5, 3, 5, 4, 3, 5, 5, 6, 6, 1, 5, 4, 6, 1, 4, 1, 1, 5, 5, 2, 1, 5, 6, 5, 5, 4, 3, 5, 5, 5, 5, 6, 4, 2, 3]",L-4 L-21 S-54 L-1 S-62 S-54 L-71 L-1 L-71 S-95 L-80 
32,"[0, 14, 16, 20, 24, 25, 84, 86, 24, 25, 29, 34, 39, 41, 47, 50, 55, 60, 19, 23, 25, 30, 34, 35, 39, 45, 50, 67, 91, 73, 76, 77, 100]","[4, 2, 4, 4, 1, 3, 2, 1, 1, 4, 5, 5, 2, 6, 3, 5, 5, 2, 4, 2, 5, 4, 1, 4, 6, 5, 1, 4, 2, 3, 1, 3]",L-4 L-28 S-87 S-62 L-51 L-71 S-93 L-80 
137,"[0, 6, 10, 12, 13, 18, 19, 42, 46, 52, 58, 61, 63, 68, 72, 74, 79, 85, 88, 73, 79, 83, 89, 94, 79, 84, 86, 91, 96, 79, 81, 85, 89, 92, 73, 78, 82, 84, 90, 96, 2, 6, 10, 16, 19, 42, 45, 48, 50, 52, 55, 60, 60, 60, 60, 61, 60, 63, 65, 68, 73, 76, 82, 88, 90, 92, 73, 79, 82, 84, 89, 92, 79, 85, 88, 73, 76, 81, 84, 90, 92, 96, 97, 99, 3, 5, 31, 36, 38, 44, 45, 50, 53, 55, 59, 61, 66, 69, 70, 74, 77, 81, 86, 24, 29, 32, 34, 35, 39, 43, 47, 53, 34, 39, 43, 45, 49, 55, 59, 19, 24, 25, 26, 29, 30, 35, 37, 39, 41, 43, 46, 52, 58, 63, 67, 70, 76, 100]","[6, 4, 2, 1, 5, 1, 2, 4, 6, 6, 3, 2, 5, 4, 2, 5, 6, 3, 5, 6, 4, 6, 5, 4, 5, 2, 5, 5, 2, 2, 4, 4, 3, 1, 5, 4, 2, 6, 6, 6, 4, 4, 6, 3, 2, 3, 3, 2, 2, 3, 5, 4, 4, 4, 1, 3, 3, 2, 3, 5, 3, 6, 6, 2, 2, 1, 6, 3, 2, 5, 3, 6, 6, 3, 5, 3, 5, 3, 6, 2, 4, 1, 2, 4, 2, 4, 5, 2, 6, 1, 5, 3, 2, 4, 2, 5, 3, 1, 4, 3, 4, 5, 1, 5, 3, 2, 1, 4, 4, 4, 6, 1, 5, 4, 2, 4, 6, 4, 3, 5, 1, 1, 3, 1, 5, 2, 2, 2, 2, 3, 6, 6, 5, 4, 3, 6, 4]",L-21 S-93 S-98 S-98 S-93 L-21 S-64 S-64 S-64 S-64 S-93 S-98 S-93 L-9 S-87 S-54 S-62 L-80 
27,"[0, 14, 16, 19, 24, 27, 32, 35, 37, 42, 45, 47, 50, 52, 53, 34, 36, 37, 42, 46, 50, 52, 58, 63, 67, 72, 75, 100]","[4, 2, 3, 5, 3, 5, 3, 2, 5, 3, 2, 3, 2, 1, 1, 2, 1, 5, 4, 4, 2, 6, 5, 4, 5, 3, 5]",L-4 S-54 L-80 
11,"[0, 5, 31, 37, 42, 48, 49, 67, 73, 76, 77, 100]","[5, 4, 6, 5, 6, 1, 2, 6, 3, 1, 3]",L-9 L-51 L-80 
53,"[0, 2, 8, 10, 13, 19, 42, 45, 49, 55, 57, 58, 19, 22, 27, 30, 32, 38, 39, 40, 46, 52, 53, 56, 57, 59, 19, 24, 26, 30, 36, 39, 41, 44, 48, 49, 34, 40, 45, 46, 47, 49, 55, 59, 60, 19, 22, 26, 84, 88, 91, 94, 79, 100]","[2, 6, 2, 3, 6, 2, 3, 4, 6, 2, 1, 4, 3, 5, 3, 2, 6, 1, 1, 6, 6, 1, 3, 1, 2, 3, 5, 2, 4, 6, 3, 2, 3, 4, 1, 5, 6, 5, 1, 1, 2, 6, 4, 1, 2, 3, 4, 2, 4, 3, 3, 4, 1]",L-21 S-62 S-62 S-54 S-62 L-28 S-98 L-80 
56,"[0, 14, 7, 10, 13, 15, 7, 11, 15, 42, 44, 47, 49, 34, 35, 41, 46, 50, 34, 35, 41, 46, 67, 91, 75, 79, 84, 85, 86, 90, 75, 77, 78, 82, 24, 30, 35, 39, 41, 44, 45, 48, 49, 34, 36, 42, 48, 49, 52, 57, 61, 66, 68, 69, 72, 77, 100]","[4, 3, 3, 3, 2, 2, 4, 4, 6, 2, 3, 2, 5, 1, 6, 5, 4, 4, 1, 6, 5, 5, 4, 4, 4, 5, 1, 1, 4, 5, 2, 1, 4, 5, 6, 5, 4, 2, 3, 1, 3, 1, 5, 2, 6, 6, 1, 3, 5, 4, 5, 2, 1, 3, 5, 3]",L-4 S-17 S-17 L-21 S-54 S-54 L-51 L-71 S-95 S-95 S-87 S-54 L-80 
18,"[0, 6, 12, 15, 7, 11, 7, 12, 13, 18, 42, 43, 45, 46, 67, 91, 73, 78, 100]","[6, 6, 3, 2, 4, 6, 5, 1, 5, 3, 1, 2, 1, 5, 4, 2, 5, 2]",S-17 S-17 L-21 L-51 L-71 S-93 L-80 
58,"[0, 5, 10, 13, 14, 15, 42, 47, 48, 67, 68, 72, 77, 82, 85, 91, 94, 99, 3, 8, 12, 7, 12, 7, 8, 14, 16, 22, 26, 31, 35, 40, 45, 49, 52, 58, 61, 19, 20, 42, 46, 50, 34, 35, 41, 44, 48, 67, 69, 91, 73, 77, 81, 84, 85, 86, 92, 96, 100]","[5, 5, 3, 1, 1, 6, 5, 1, 3, 1, 4, 5, 5, 3, 6, 3, 5, 4, 5, 4, 5, 5, 5, 1, 6, 2, 6, 4, 5, 4, 5, 5, 4, 3, 6, 3, 1, 1, 1, 4, 4, 4, 1, 6, 3, 4, 3, 2, 2, 2, 4, 4, 3, 1, 1, 6, 4, 4]",L-21 L-51 S-17 S-17 S-62 L-21 S-54 L-51 L-71 S-93 
12,"[0, 3, 8, 10, 15, 19, 22, 26, 84, 86, 90, 96, 100]","[3, 5, 2, 5, 4, 3, 4, 2, 2, 4, 6, 4]",L-28 
18,"[0, 38, 42, 43, 49, 34, 37, 40, 41, 47, 53, 34, 39, 45, 48, 67, 73, 77, 100]","[1, 4, 1, 6, 5, 3, 3, 1, 6, 6, 1, 5, 6, 3, 3, 6, 4, 3]",L-1 S-54 S-54 L-51 L-80 
41,"[0, 38, 43, 48, 50, 56, 19, 42, 43, 47, 67, 70, 91, 75, 81, 86, 24, 26, 32, 36, 38, 41, 47, 49, 52, 53, 34, 39, 40, 46, 49, 67, 70, 75, 77, 78, 84, 90, 91, 92, 97, 100]","[1, 5, 5, 2, 6, 6, 2, 1, 4, 4, 3, 1, 4, 6, 5, 1, 2, 6, 4, 2, 3, 6, 2, 3, 1, 1, 5, 1, 6, 3, 2, 3, 5, 2, 1, 6, 6, 1, 1, 5, 3]",L-1 S-62 L-21 L-51 L-71 S-95 S-87 S-54 L-51 
94,"[0, 5, 8, 10, 13, 7, 12, 18, 19, 24, 27, 29, 32, 35, 41, 43, 46, 67, 72, 77, 83, 84, 85, 89, 75, 81, 84, 85, 86, 91, 92, 94, 75, 76, 77, 82, 84, 90, 96, 2, 6, 12, 15, 18, 23, 29, 31, 32, 37, 41, 45, 48, 49, 34, 40, 41, 42, 47, 48, 49, 34, 40, 42, 45, 50, 55, 61, 63, 66, 67, 91, 73, 76, 77, 81, 85, 88, 94, 97, 38, 43, 45, 46, 67, 69, 91, 73, 77, 81, 83, 85, 89, 75, 76, 100]","[5, 3, 2, 3, 4, 5, 6, 1, 5, 3, 2, 3, 3, 6, 2, 3, 5, 5, 5, 6, 1, 1, 4, 6, 6, 3, 1, 1, 5, 1, 2, 1, 1, 1, 5, 2, 6, 6, 6, 4, 6, 3, 3, 5, 6, 2, 1, 5, 4, 4, 3, 1, 5, 6, 1, 1, 5, 1, 1, 5, 6, 2, 3, 5, 5, 6, 2, 3, 1, 4, 2, 3, 1, 4, 4, 3, 6, 3, 4, 5, 2, 1, 5, 2, 2, 2, 4, 4, 2, 2, 4, 6, 1, 4]",S-17 L-51 S-95 S-95 S-54 S-54 L-71 S-93 L-1 L-51 L-71 S-93 S-95 L-80 
63,"[0, 2, 7, 12, 14, 18, 24, 30, 31, 35, 37, 38, 43, 46, 52, 55, 57, 63, 66, 91, 96, 2, 8, 11, 16, 18, 22, 25, 26, 84, 86, 88, 89, 75, 76, 77, 78, 83, 24, 27, 30, 36, 42, 45, 47, 48, 52, 53, 58, 61, 19, 25, 31, 37, 43, 46, 67, 91, 96, 79, 84, 89, 75, 100]","[2, 5, 5, 2, 4, 6, 6, 1, 4, 2, 1, 5, 3, 6, 3, 2, 6, 3, 5, 5, 6, 6, 3, 5, 2, 4, 3, 1, 2, 2, 2, 1, 6, 1, 1, 1, 5, 4, 3, 3, 6, 6, 3, 2, 1, 4, 1, 5, 3, 1, 6, 6, 6, 6, 3, 5, 4, 5, 2, 5, 5, 6, 5]",L-71 L-28 S-95 S-87 S-62 L-51 L-71 S-98 S-95 L-80 
20,"[0, 5, 11, 16, 20, 26, 32, 37, 41, 45, 46, 48, 34, 38, 44, 46, 67, 69, 72, 74, 100]","[5, 6, 5, 4, 6, 6, 5, 4, 4, 1, 2, 6, 4, 6, 2, 5, 2, 3, 2, 6]",S-54 L-51 L-80 
21,"[0, 6, 7, 8, 13, 18, 42, 46, 67, 69, 73, 78, 81, 82, 24, 27, 84, 89, 90, 94, 97, 100]","[6, 1, 1, 5, 5, 3, 4, 5, 2, 4, 5, 3, 1, 5, 3, 1, 5, 1, 4, 3, 3]",L-21 L-51 S-87 L-28 
20,"[0, 14, 20, 25, 30, 33, 38, 40, 44, 47, 52, 55, 57, 19, 42, 48, 49, 67, 70, 75, 100]","[4, 6, 5, 5, 3, 5, 2, 4, 3, 5, 3, 2, 5, 2, 6, 1, 2, 3, 5, 5]",L-4 S-62 L-21 L-51 L-80 
16,"[0, 2, 8, 11, 13, 18, 24, 84, 85, 90, 94, 79, 84, 89, 94, 97, 100]","[2, 6, 3, 2, 5, 6, 4, 1, 5, 4, 4, 5, 5, 5, 3, 3]",L-28 S-98 
30,"[0, 14, 15, 19, 22, 23, 27, 32, 38, 42, 46, 50, 52, 53, 59, 60, 61, 66, 68, 72, 74, 78, 82, 83, 84, 85, 88, 90, 91, 96, 100]","[4, 1, 4, 3, 1, 4, 5, 6, 4, 4, 4, 2, 1, 6, 5, 1, 5, 2, 4, 2, 4, 4, 1, 1, 1, 3, 2, 1, 5, 4]",L-4 S-64 
100,"[0, 14, 20, 24, 30, 34, 38, 41, 45, 50, 56, 61, 19, 20, 22, 84, 24, 29, 34, 40, 46, 47, 52, 34, 35, 37, 42, 46, 47, 49, 52, 53, 56, 19, 20, 42, 47, 50, 34, 38, 44, 50, 55, 57, 60, 19, 42, 45, 48, 49, 67, 68, 69, 73, 76, 78, 83, 89, 90, 94, 99, 14, 20, 23, 27, 84, 88, 91, 96, 99, 2, 14, 19, 23, 27, 31, 36, 37, 40, 43, 44, 48, 34, 39, 42, 45, 47, 49, 55, 57, 63, 68, 72, 77, 81, 83, 86, 91, 94, 97, 100]","[4, 6, 4, 6, 4, 4, 3, 4, 5, 6, 5, 1, 1, 2, 6, 3, 5, 5, 6, 6, 1, 5, 2, 1, 2, 5, 4, 1, 2, 3, 1, 3, 6, 1, 1, 5, 3, 4, 4, 6, 6, 5, 2, 3, 2, 2, 3, 3, 1, 2, 1, 1, 4, 3, 2, 5, 6, 1, 4, 5, 5, 6, 3, 4, 1, 4, 3, 5, 3, 3, 2, 5, 4, 4, 4, 5, 1, 3, 3, 1, 4, 6, 5, 3, 3, 2, 2, 6, 2, 6, 5, 4, 5, 4, 2, 3, 5, 3, 3, 3]",L-4 S-62 L-28 S-87 S-54 S-62 L-21 S-54 S-62 L-21 L-51 L-4 L-28 L-4 S-54 
28,"[0, 38, 43, 45, 48, 49, 34, 38, 41, 46, 48, 53, 57, 59, 19, 23, 25, 27, 31, 35, 39, 43, 47, 49, 67, 68, 73, 76, 100]","[1, 5, 2, 3, 1, 5, 4, 3, 5, 2, 5, 4, 2, 3, 4, 2, 2, 4, 4, 4, 4, 4, 2, 2, 1, 5, 3, 4]",L-1 S-54 S-62 L-51 L-80 
29,"[0, 38, 41, 44, 48, 50, 34, 35, 39, 43, 46, 47, 48, 49, 50, 55, 61, 66, 67, 91, 75, 78, 83, 89, 91, 92, 75, 78, 79, 100]","[1, 3, 3, 4, 2, 4, 1, 4, 4, 3, 1, 1, 1, 1, 5, 6, 5, 1, 4, 4, 3, 5, 6, 2, 1, 3, 3, 1, 1]",L-1 S-54 L-71 S-95 S-95 L-80 
26,"[0, 38, 44, 45, 49, 52, 56, 59, 61, 19, 25, 26, 31, 34, 37, 43, 48, 49, 50, 52, 57, 59, 65, 67, 73, 76, 100]","[1, 6, 1, 4, 3, 4, 3, 2, 1, 6, 1, 5, 3, 3, 6, 5, 1, 1, 2, 5, 2, 6, 2, 6, 3, 4]",L-1 S-62 L-80 
110,"[0, 2, 14, 16, 18, 42, 48, 67, 69, 70, 91, 75, 77, 79, 81, 83, 86, 89, 75, 81, 83, 24, 29, 30, 31, 32, 36, 37, 40, 45, 47, 52, 34, 39, 44, 45, 49, 55, 60, 66, 91, 96, 2, 5, 8, 10, 15, 20, 42, 47, 67, 68, 74, 75, 78, 83, 85, 90, 94, 99, 2, 14, 16, 7, 31, 36, 39, 40, 41, 46, 52, 58, 59, 19, 23, 25, 30, 34, 36, 37, 39, 43, 48, 53, 56, 57, 19, 24, 25, 29, 31, 36, 38, 41, 47, 67, 72, 73, 79, 83, 86, 90, 75, 81, 24, 26, 84, 89, 90, 96, 100]","[2, 2, 2, 2, 3, 6, 3, 2, 1, 1, 4, 2, 2, 2, 2, 3, 3, 6, 6, 2, 4, 5, 1, 1, 1, 4, 1, 3, 5, 2, 5, 2, 5, 5, 1, 4, 6, 5, 6, 5, 5, 6, 3, 3, 2, 5, 5, 1, 5, 4, 1, 6, 1, 3, 5, 2, 5, 4, 5, 3, 2, 2, 1, 2, 5, 3, 1, 1, 5, 6, 6, 1, 3, 4, 2, 5, 4, 2, 1, 2, 4, 5, 5, 3, 1, 5, 5, 1, 4, 2, 5, 2, 3, 6, 4, 5, 1, 6, 4, 3, 4, 5, 6, 6, 2, 2, 5, 1, 6, 4]",L-4 L-21 L-51 L-71 S-95 S-95 S-87 S-54 L-71 L-21 L-51 L-4 S-17 L-9 S-62 S-62 L-51 S-95 S-87 L-28 
50,"[0, 5, 7, 13, 16, 19, 42, 44, 50, 67, 73, 74, 78, 82, 84, 90, 92, 96, 97, 3, 6, 31, 37, 41, 45, 47, 67, 72, 77, 82, 86, 24, 25, 31, 35, 38, 43, 49, 34, 35, 37, 40, 43, 48, 50, 67, 70, 74, 75, 77, 100]","[5, 2, 6, 3, 3, 2, 2, 6, 1, 6, 1, 4, 4, 2, 6, 2, 4, 1, 6, 3, 3, 6, 4, 4, 2, 4, 5, 5, 5, 4, 1, 1, 6, 4, 3, 5, 6, 5, 1, 2, 3, 3, 5, 2, 1, 3, 4, 1, 2, 3]",L-21 L-51 L-9 L-51 S-87 S-54 L-51 L-80 
11,"[0, 5, 11, 7, 13, 18, 22, 84, 90, 94, 96, 100]","[5, 6, 6, 6, 5, 4, 6, 6, 4, 2, 4]",S-17 L-28 
33,"[0, 14, 19, 25, 29, 33, 37, 39, 44, 48, 34, 40, 42, 45, 46, 52, 58, 59, 60, 61, 65, 70, 75, 78, 82, 85, 24, 27, 84, 89, 90, 94, 75, 100]","[4, 5, 6, 4, 4, 4, 2, 5, 4, 6, 6, 2, 3, 1, 6, 6, 1, 5, 1, 4, 5, 5, 3, 4, 3, 2, 3, 1, 5, 1, 4, 1, 5]",L-4 S-54 S-64 S-87 L-28 S-95 L-80 
